display	candidate_id	best_rank	elixir	research	platform	commercial	company	protocol	wildcard	pareto_roles	flags	dissent
Hakika	cand-5fe695eba49d92f3	1554	D/1660	D/1731	D/1645	D/1593	D/1554	D/1691	yes	0	0	0
Failover	cand-4d05c36518eb5011	1557	D/1557	D/1783	D/1745	D/1742	D/1792	D/1747	no	0	2	0
Wenqiao	cand-3e7305c2344bbb96	1561	D/1561	D/1630	D/1648	D/1788	D/1784	D/1622	no	0	1	0
Type of Thing	cand-63d0abead777aa43	1566	D/1566	D/1567	D/1693	D/1630	D/1675	D/1647	yes	0	0	0
The Optimization League	cand-17525a1802137ed7	1567	D/1723	D/1684	D/1696	D/1620	D/1567	D/1710	yes	0	0	0
Idle	cand-4fb62348858c2f6f	1568	D/1568	D/1707	D/1701	D/1727	D/1749	D/1678	yes	0	3	0
Minimize	cand-5879a0f59f728fdf	1568	D/1577	D/1649	D/1612	D/1665	D/1673	D/1568	no	0	2	0
Refusal Has an Owner	cand-09c5a5cf5f8c350f	1568	D/1911	D/1833	D/1810	D/1691	D/1568	D/1851	no	0	0	0
Refuse	cand-5fde095c479bdfd9	1571	D/1571	D/1638	D/1594	D/1595	D/1580	D/1631	yes	0	3	0
Take Care	cand-a28a7fbaf26401ea	1571	D/1824	D/1755	D/1802	D/1613	D/1571	D/1823	no	5	0	0
Commons	cand-dbfaa5d6a7441260	1573	D/1712	D/1761	D/1638	D/1673	D/1573	D/1705	no	0	3	0
Metanoia	cand-d3a13c723e916e9a	1573	D/1573	D/1699	D/1573	D/1704	D/1699	D/1652	no	0	3	0
Delim	cand-c5e9a8d318fc1adb	1574	D/1574	D/1742	D/1814	D/1851	D/1896	D/1757	no	0	2	0
mod@2	cand-83375e7148e18bce	1575	D/1635	D/1575	D/1664	D/1696	D/1718	D/1585	no	0	0	0
Backoff	cand-42b6c4780790021c	1583	D/1603	D/1583	D/1694	D/1701	D/1733	D/1665	yes	0	4	0
AMP	cand-46855b3906317654	1584	D/1590	D/1597	D/1650	D/1755	D/1783	D/1584	no	0	4	0
Tietava	cand-a619d6074212f61e	1586	D/1591	D/1619	D/1631	D/1634	D/1595	D/1586	no	0	0	0
Listen	cand-6f8860eb5103a16b	1587	D/1587	D/1743	D/1724	D/1694	D/1715	D/1724	no	0	3	0
Betwixt	cand-a749cea249ac24b0	1588	D/1588	D/1589	D/1627	D/1758	D/1772	D/1607	no	0	2	0
Magic Window	cand-1e17bd556bd717bc	1588	D/1694	D/1819	D/1708	D/1647	D/1588	D/1778	yes	0	1	0
Declarable	cand-330f2d9d90e50560	1591	D/1595	D/1690	D/1668	D/1661	D/1667	D/1591	yes	0	0	0
Not a Port	cand-fc0142f6a57278cb	1591	D/1757	D/1605	D/1779	D/1594	D/1591	D/1759	no	0	0	0
Baybayu	cand-432c0feb859909d6	1592	D/1600	D/1702	D/1663	D/1640	D/1592	D/1688	no	0	0	0
Sisyphus Release	cand-897776bd2bad4786	1593	D/1605	D/1697	D/1669	D/1596	D/1593	D/1697	no	0	0	0
Contributor Cooperative	cand-e2f0154aac978a15	1594	D/1849	D/1801	D/1773	D/1689	D/1594	D/1810	no	0	0	0
Annotation Shift	cand-f0da293aa9dac027	1596	D/1767	D/1732	D/1739	D/1657	D/1596	D/1732	no	0	0	0
Calculus	cand-4e3214e5a7e0ca95	1598	D/1598	D/1760	D/1690	D/1729	D/1773	D/1661	no	0	4	0
Midrashu	cand-406413988b1be5a6	1599	D/1599	D/1750	D/1700	D/1674	D/1676	D/1754	no	0	0	0
Audit	cand-b81f37a043a6f767	1602	D/1754	D/1602	D/1722	D/1764	D/1793	D/1641	no	0	4	0
Guard	cand-a9d4034da07d8ef3	1604	D/1604	D/1663	D/1624	D/1649	D/1695	D/1658	yes	0	4	0
Who Governs the Optimizer?	cand-1da009949b6392e7	1606	D/1871	D/1771	D/1803	D/1681	D/1606	D/1832	no	0	0	0
Built Paths for Language Programs	cand-969db0261537cd7d	1607	D/1844	D/1607	D/1758	D/1765	D/1747	D/1692	no	0	0	0
Maintainer	cand-9c5646b582f10531	1607	D/1607	D/1685	D/1727	D/1761	D/1790	D/1718	no	0	1	0
Bayes	cand-110f945a922bccbd	1609	D/1617	D/1706	D/1654	D/1702	D/1746	D/1609	yes	0	3	0
Ken	cand-78e0b1fdb55ecbc6	1609	D/1609	D/1655	D/1639	D/1686	D/1687	D/1673	no	0	3	0
Again/From	cand-ebf56a0ae4476c2d	1610	D/1750	D/1610	D/1673	D/1697	D/1656	D/1648	yes	0	0	0
CHOR	cand-71477a1f60ce035e	1611	D/1689	D/1678	D/1691	D/1810	D/1794	D/1611	no	0	1	0
Contributor Terms	cand-0a896e9100b8f335	1611	D/1752	D/1739	D/1751	D/1672	D/1611	D/1733	no	0	0	0
Extractor	cand-7488d73850bf2009	1612	D/1658	D/1616	D/1740	D/1763	D/1831	D/1612	no	5	4	0
Do Not Call It Autonomous	cand-0e150e7632b234e6	1613	D/1867	D/1722	D/1826	D/1669	D/1613	D/1815	no	6	0	0
Alkahest	cand-1a76efeec7b02219	1614	D/1614	D/1821	D/1709	D/1771	D/1761	D/1770	yes	0	3	0
Open Table	cand-a09032eb324a188d	1614	D/1632	D/1627	D/1675	D/1690	D/1705	D/1614	yes	0	0	0
Prediction Set	cand-96206ada3ce4ddc2	1614	D/1697	D/1691	D/1707	D/1614	D/1627	D/1670	no	0	0	0
Uncertainty Is Output	cand-3ef0777e341f9dab	1614	D/1862	D/1788	D/1808	D/1668	D/1614	D/1837	no	0	0	0
Share	cand-c3bc45ac352fe43f	1616	D/1616	D/1671	D/1680	D/1718	D/1729	D/1643	no	0	3	0
Pipeline	cand-23bf0d244a4cb62c	1619	D/1619	D/1716	D/1833	D/1843	D/1897	D/1740	no	0	4	0
Ask Before Acting	cand-a35ef687e4cc4790	1621	D/1966	D/1926	D/1885	D/1744	D/1621	D/1931	no	0	0	0
Answer For	cand-208a8caf403f8f1d	1622	D/1954	D/1893	D/1851	D/1756	D/1622	D/1901	yes	0	0	0
Replicate	cand-b23b068c8142639b	1622	D/1622	D/1715	D/1717	D/1779	D/1822	D/1714	no	0	4	0
CONTRACT.NULL	cand-2856cfd289070b90	1624	D/1745	D/1624	D/1651	D/1683	D/1664	D/1624	no	0	0	0
License Split	cand-efa09bc9acdfc28c	1625	D/1736	D/1827	D/1780	D/1667	D/1625	D/1762	no	0	0	0
Maybe Monad	cand-ef9db934556c01e4	1625	D/1679	D/1848	D/1785	D/1625	D/1633	D/1828	yes	0	0	0
BNP	cand-4b7d8a710be7f36d	1627	D/1627	D/1823	D/1817	D/1936	D/1953	D/1780	yes	0	0	0
OID	cand-68c55cdc265db5eb	1628	D/1628	D/1717	D/1790	D/1866	D/1895	D/1701	no	0	2	0
RIGOR	cand-135cd84753001a8a	1630	D/1630	D/1797	D/1725	D/1734	D/1776	D/1756	yes	0	3	0
BNS	cand-98f04ba589b516c7	1631	D/1631	D/1747	D/1830	D/1929	D/1954	D/1743	yes	0	1	0
Natural Transformation	cand-57654698e48f4366	1632	D/1782	D/1741	D/1686	D/1693	D/1632	D/1721	no	0	0	0
Transducer	cand-e518594c00434d32	1633	D/1633	D/1686	D/1699	D/1778	D/1785	D/1653	no	0	3	0
otp://loop	cand-58c8e49814456eba	1634	D/1634	D/1670	D/1760	D/1794	D/1817	D/1768	yes	0	0	0
Kaitiaki	cand-d182a18c0ef61fcb	1635	D/1676	D/1778	D/1702	D/1684	D/1635	D/1744	no	0	0	0
LAB	cand-a51146d38077ff99	1637	D/1637	D/1746	D/1750	D/1824	D/1849	D/1708	no	0	4	0
Anuvaka	cand-36dee818a80597a7	1640	D/1640	D/1759	D/1719	D/1714	D/1691	D/1725	no	0	0	0
Shared Work	cand-3370271329372485	1641	D/1710	D/1647	D/1714	D/1675	D/1641	D/1663	no	0	0	0
Threadless	cand-7f2e3aa2f8d5a4df	1641	D/1641	D/1839	D/1792	D/1707	D/1723	D/1819	no	0	1	0
Aeua	cand-59d2383f63fff4b3	1642	D/1793	D/1712	D/1720	D/1832	D/1780	D/1642	yes	0	0	0
Orenda	cand-cb83d09af7462bfc	1642	D/1642	D/1812	D/1711	D/1751	D/1760	D/1783	no	0	1	0
T+N	cand-193d984cc43c234c	1642	D/1769	D/1642	D/1688	D/1774	D/1742	D/1677	yes	0	0	0
BloopDeck	cand-3079dcf917e923f2	1643	D/1683	D/1772	D/1756	D/1643	D/1648	D/1760	no	0	0	0
Bilgeli	cand-719857d1c9b04672	1644	D/1665	D/1726	D/1666	D/1685	D/1644	D/1689	no	0	0	0
That's Not a Bot	cand-93ef24d6091466c5	1644	D/1747	D/1710	D/1770	D/1644	D/1674	D/1835	no	0	0	0
Built World, Shared Routes	cand-9c52d670ab98354c	1646	D/1891	D/1767	D/1752	D/1748	D/1646	D/1779	yes	0	0	0
MESH	cand-d30ca7a7a32bf577	1646	D/1646	D/1762	D/1734	D/1777	D/1774	D/1745	no	0	4	0
A Theory of Revisable Programs	cand-d828550c012595b8	1647	D/1843	D/1667	D/1744	D/1671	D/1647	D/1723	no	0	0	0
Meet	cand-8ccb033c0e48b27f	1647	D/1647	D/1733	D/1776	D/1795	D/1816	D/1738	no	0	3	0
The Supervisors' Playground	cand-2cf15de11b11f7cd	1648	D/1648	D/1701	D/1746	D/1692	D/1704	D/1798	yes	0	0	0
Neighboring Systems Bridge	cand-52d3db64be551108	1650	D/1902	D/1650	D/1781	D/1812	D/1787	D/1690	yes	0	0	0
The Artifact Optimization Thesis	cand-bc2eed495f6d0032	1652	D/1861	D/1657	D/1723	D/1716	D/1652	D/1681	no	0	0	0
Civic Infrastructure for Programs	cand-bda9fe92bc3e8f25	1653	D/1876	D/1653	D/1757	D/1854	D/1823	D/1668	yes	0	0	0
Safraqa	cand-609471fc11036996	1655	D/1700	D/1700	D/1670	D/1706	D/1666	D/1655	yes	0	0	0
Prometheus Ledger	cand-93acf63c3de05179	1656	D/1685	D/1751	D/1656	D/1670	D/1677	D/1703	yes	0	0	0
Qoa	cand-25f17f5c55596775	1657	D/1785	D/1734	D/1730	D/1909	D/1880	D/1657	yes	0	2	0
Scriptorium	cand-5034db86fa9f2d38	1657	D/1719	D/1696	D/1657	D/1775	D/1766	D/1706	no	0	3	0
TLP	cand-d8ace8fa5d44c96d	1657	D/1657	D/1687	D/1761	D/1863	D/1893	D/1672	no	0	2	0
T+1	cand-628b49d96dcde97a	1658	D/1811	D/1658	D/1689	D/1698	D/1658	D/1699	no	0	0	0
Bzzort	cand-3220bbfa732fe93c	1660	D/1699	D/1689	D/1682	D/1703	D/1660	D/1680	no	6	0	0
Make It Clear	cand-ac079d37238dc8f0	1661	D/1671	D/1661	D/1741	D/1708	D/1752	D/1741	no	0	0	0
Department of Textual Improvement	cand-ab0fcce7daf9bcc5	1662	D/1957	D/1912	D/1871	D/1750	D/1662	D/1925	no	0	0	0
Fisher	cand-827961b48d1f730d	1663	D/1663	D/1791	D/1736	D/1752	D/1788	D/1774	yes	0	3	0
Warehouse for Programs	cand-c63641af88c9bc86	1663	D/1882	D/1774	D/1805	D/1709	D/1663	D/1794	no	0	0	0
/dev/maybe	cand-1f67bbcba5900e1e	1664	D/1664	D/1703	D/1747	D/1770	D/1796	D/1767	yes	0	0	0
Sensitivity Analysis	cand-07ae36d9bbfd481d	1664	D/1830	D/1675	D/1763	D/1844	D/1854	D/1664	yes	0	1	0
Kavanah	cand-25f9d5cb4b0e2f8e	1666	D/1666	D/1735	D/1704	D/1700	D/1684	D/1717	no	0	0	0
LCP	cand-03e07ab3d8d98adf	1672	D/1672	D/1727	D/1794	D/1910	D/1922	D/1685	no	0	3	0
Lineage Is Not Consent	cand-e7a49ff631029dba	1672	D/1971	D/1873	D/1901	D/1791	D/1672	D/1910	no	6	0	0
Props	cand-b264807709578e5c	1674	D/1674	D/1776	D/1766	D/1804	D/1813	D/1769	no	0	3	0
Control Room	cand-ae7f8230ef97e2f1	1678	D/1678	D/1838	D/1778	D/1695	D/1732	D/1790	yes	0	0	0
KAIROS	cand-752115f45427e30c	1678	D/1714	D/1724	D/1678	D/1811	D/1798	D/1695	no	0	4	0
Écoute	cand-581b69214f1116f2	1680	D/1827	D/1756	D/1754	D/1735	D/1680	D/1775	no	0	0	0
NPR	cand-e39d09a79f5f5dd8	1681	D/1681	D/1729	D/1797	D/1900	D/1929	D/1715	no	0	3	0
Answer the Objection	cand-c5d076142111849b	1682	D/1857	D/1835	D/1820	D/1717	D/1682	D/1850	yes	0	0	0
Reed	cand-d8252e5d78f9b929	1682	D/1682	D/1744	D/1729	D/1730	D/1726	D/1702	yes	0	4	0
Choose No Center	cand-e856a9a8b29fd65e	1683	D/1936	D/1854	D/1828	D/1802	D/1683	D/1854	no	0	0	0
Tool Call	cand-5a4a75ef10bb1158	1684	D/1684	D/1773	D/1868	D/1805	D/1851	D/1787	no	0	0	0
Coach's Whistle	cand-18e58f8783ad2ef0	1685	D/1909	D/1867	D/1841	D/1745	D/1685	D/1888	no	0	0	0
Shakti	cand-b04b772684714a6d	1685	D/1758	D/1810	D/1685	D/1757	D/1725	D/1758	no	0	2	0
Spec	cand-d4f02eaafd1a9e9d	1688	D/1688	D/1837	D/1908	D/1894	D/1949	D/1842	no	6	4	0
Source Dividend	cand-ccb5b0fdabfcd700	1690	D/1751	D/1868	D/1809	D/1713	D/1690	D/1841	no	0	0	0
Shirabe	cand-4b53eb3a48af930a	1692	D/1692	D/1766	D/1738	D/1868	D/1871	D/1737	no	0	3	0
Terpsichore Score	cand-b077400e4e620913	1692	D/1740	D/1692	D/1733	D/1749	D/1740	D/1719	no	0	0	0
xNoProof	cand-a8a6ddd41ca8b27b	1694	D/1732	D/1694	D/1782	D/1806	D/1814	D/1694	no	0	0	0
ECHO	cand-092c79e8f80e559e	1695	D/1695	D/1768	D/1753	D/1776	D/1805	D/1755	no	0	4	0
Sell the Boundary	cand-9704d85d72b0451f	1698	D/1943	D/1897	D/1855	D/1780	D/1698	D/1906	yes	0	0	0
Try Again	cand-f1cd3f780dcf90c4	1698	D/1716	D/1698	D/1771	D/1743	D/1763	D/1782	no	0	1	0
Zzua	cand-75807dfd88da6ca5	1698	D/1762	D/1754	D/1732	D/1825	D/1781	D/1698	yes	0	0	0
Grand Telos	cand-8926b0889076a41a	1702	D/1780	D/1859	D/1796	D/1731	D/1702	D/1834	yes	0	0	0
Hephaestus	cand-9776c6b12201eb18	1703	D/1776	D/1725	D/1703	D/1823	D/1809	D/1734	no	0	3	0
Own the Call	cand-739412b535f1592a	1703	D/1907	D/1805	D/1860	D/1739	D/1703	D/1860	no	0	0	0
Ollinra	cand-4b56fcae6662362e	1706	D/1706	D/1803	D/1735	D/1768	D/1736	D/1772	yes	0	0	0
The Program Revision Institute	cand-39696d7ad49c11cf	1706	D/1886	D/1811	D/1777	D/1741	D/1706	D/1805	no	0	0	0
One House	cand-a7f0c90b4f7afb3d	1707	D/1845	D/1886	D/1813	D/1762	D/1707	D/1816	yes	0	0	0
Close the Door	cand-3559b642b0bcd8a1	1708	D/1899	D/1872	D/1856	D/1753	D/1708	D/1907	no	0	0	0
Provider Access Is External	cand-1774d98ed7b55d25	1708	D/1938	D/1708	D/1899	D/1873	D/1869	D/1781	no	0	0	0
Chikachika-chik	cand-20b0a4909ebd98ec	1709	D/1817	D/1785	D/1772	D/1766	D/1709	D/1814	no	6	0	0
Foundation for Measured Language	cand-a419607217ba3f4f	1710	D/1908	D/1789	D/1795	D/1773	D/1710	D/1785	yes	0	0	0
Legacyswarm	cand-05e12787cd5826f0	1711	D/1820	D/1843	D/1784	D/1769	D/1711	D/1801	no	0	0	0
Taliesin	cand-2732a22be6f27634	1711	D/1728	D/1752	D/1718	D/1797	D/1769	D/1711	no	0	1	0
Module Transport	cand-31954349480fa005	1713	D/1713	D/1758	D/1791	D/1738	D/1755	D/1753	no	0	0	0
The Ministry of Revision	cand-6735164e1116cea3	1714	D/1960	D/1924	D/1873	D/1801	D/1714	D/1929	no	0	0	0
Buffer	cand-d0ca8c2ac0dab879	1715	D/1715	D/1721	D/1800	D/1808	D/1838	D/1748	no	0	4	0
P/1	cand-f64551fcd6f07823	1718	D/1718	D/1738	D/1804	D/1887	D/1902	D/1791	no	0	1	0
Bayes-Adjacency	cand-e256c443e591b30a	1719	D/1840	D/1828	D/1798	D/1746	D/1719	D/1817	no	0	0	0
Guaranteed Descent	cand-ab4bc1f3361b218f	1719	D/1779	D/1877	D/1822	D/1719	D/1750	D/1852	no	0	0	0
RUNE	cand-dcd69bed70a827d5	1720	D/1720	D/1865	D/1783	D/1817	D/1810	D/1821	yes	0	4	0
Yachay	cand-cda4eef32f26f0d8	1721	D/1721	D/1807	D/1731	D/1839	D/1833	D/1763	no	0	1	0
Build the Anti-Agent	cand-3d34a73874dcbc42	1722	D/1870	D/1815	D/1847	D/1722	D/1730	D/1884	yes	0	0	0
Fellowship	cand-1c4f8dc45ce111fe	1725	D/1725	D/1775	D/1748	D/1740	D/1739	D/1750	no	0	3	0
Supply Chain Voice	cand-814325e561e36da3	1727	D/1872	D/1857	D/1835	D/1782	D/1727	D/1847	no	0	0	0
CMP	cand-c614281386cda888	1730	D/1773	D/1736	D/1824	D/1916	D/1933	D/1730	no	0	4	0
Nope.Compiler	cand-e3a7751314f6ddb3	1730	D/1730	D/1830	D/1834	D/1737	D/1757	D/1861	yes	0	0	0
Tinkuy	cand-32903e8ccab0e119	1731	D/1731	D/1809	D/1749	D/1840	D/1840	D/1788	yes	0	1	0
Sacred API	cand-ccfcc1b60b8dbf56	1733	D/1778	D/1892	D/1818	D/1733	D/1744	D/1856	yes	0	0	0
Saraswati	cand-d6a528ea885b3331	1733	D/1733	D/1841	D/1743	D/1821	D/1824	D/1808	no	0	2	0
Make the Program Speak	cand-aea29bee17fd247b	1734	D/1928	D/1887	D/1905	D/1767	D/1734	D/1935	no	0	0	0
Kzrt	cand-3d34a2c11f4036f1	1735	D/1847	D/1799	D/1789	D/1907	D/1862	D/1735	yes	0	0	0
The Not-Quite Foundation	cand-f6f73c7a00ff57ea	1735	D/1958	D/1879	D/1912	D/1798	D/1735	D/1924	no	0	0	0
Soft Claim	cand-8a1ab04a9132ddc7	1737	D/1814	D/1836	D/1832	D/1754	D/1737	D/1833	yes	0	0	0
Work in Progress	cand-769bfb8f5c9bbd0b	1738	D/1738	D/1757	D/1888	D/1838	D/1885	D/1864	no	0	0	0
CAL	cand-f28c5d59eb1307e8	1739	D/1739	D/1832	D/1840	D/1905	D/1914	D/1809	no	0	3	0
IRR	cand-8ce1249e693f6a1c	1741	D/1741	D/1764	D/1843	D/1915	D/1940	D/1773	no	0	2	0
ACP	cand-f776fd61b1a82d65	1743	D/1743	D/1804	D/1815	D/1914	D/1924	D/1752	no	0	3	0
Zzzeta	cand-bce68e9bf4602456	1745	D/1770	D/1816	D/1755	D/1781	D/1745	D/1771	yes	5	0	0
Milpaqa	cand-6ead8aa8c2180de5	1748	D/1802	D/1820	D/1786	D/1783	D/1748	D/1806	no	0	0	0
PROGRAM^N	cand-8a10c6cb0c11a554	1748	D/1806	D/1748	D/1799	D/1827	D/1837	D/1796	no	0	0	0
Brrn	cand-84efd40df020bd66	1749	D/1786	D/1770	D/1775	D/1822	D/1804	D/1749	yes	0	0	0
Enough	cand-6f6465f9dd068585	1749	D/1749	D/1802	D/1767	D/1784	D/1778	D/1786	yes	0	4	0
The Steward's Game	cand-0a12b18eb3bd477b	1751	D/1894	D/1845	D/1825	D/1814	D/1751	D/1875	yes	0	0	0
No Council Ships Here	cand-6e8bee8eb240c444	1754	D/1952	D/1849	D/1914	D/1813	D/1754	D/1891	no	0	0	0
Learn by Doing	cand-2022b305655d92a4	1756	D/1865	D/1784	D/1831	D/1772	D/1756	D/1824	no	0	0	0
Worker-Controlled Evaluation	cand-92690d72d2f67c31	1758	D/1898	D/1763	D/1806	D/1792	D/1758	D/1765	no	0	0	0
@later	cand-1d9283d848ea941a	1759	D/1823	D/1787	D/1759	D/1884	D/1868	D/1777	yes	0	3	0
Ayniqa	cand-9d0d05997727c1bd	1759	D/1781	D/1813	D/1769	D/1786	D/1759	D/1799	no	0	0	0
Imperial Scoreworks	cand-8424716397729491	1760	D/1774	D/1831	D/1807	D/1760	D/1799	D/1825	no	0	0	0
The Workshop Model of Optimization	cand-6f2af5d676422f08	1765	D/1926	D/1765	D/1869	D/1837	D/1835	D/1826	yes	0	0	0
Program Notes for LM Systems	cand-97ce31aee4a64fb8	1768	D/1896	D/1817	D/1864	D/1799	D/1768	D/1857	no	0	0	0
1:1 Restart	cand-813f5ca30b05cf41	1771	D/1771	D/1796	D/1845	D/1849	D/1857	D/1886	yes	0	0	0
HARK	cand-245f1e177c5169cb	1772	D/1772	D/1920	D/1858	D/1857	D/1863	D/1903	yes	0	3	0
Mnemosyne	cand-9cad66723ea7e3c9	1774	D/1808	D/1790	D/1774	D/1876	D/1873	D/1812	no	0	4	0
Bauhaus	cand-e4cb3b7ff5a4b388	1775	D/1775	D/1875	D/1811	D/1793	D/1802	D/1853	yes	0	2	0
MAYBE/STOP	cand-56dfaaf60780ccda	1775	D/1947	D/1824	D/1850	D/1820	D/1775	D/1858	yes	0	0	0
Anhalten	cand-5dd06aba51ce0bf8	1776	D/1795	D/1793	D/1788	D/1836	D/1819	D/1776	yes	0	0	0
S->P	cand-be18b85f77fc024d	1777	D/1855	D/1777	D/1848	D/1930	D/1931	D/1820	no	0	0	0
The Queue	cand-93129036e85493e1	1777	D/1838	D/1840	D/1849	D/1796	D/1777	D/1844	yes	6	0	0
Weather	cand-e5e72beb4e3c6926	1777	D/1777	D/1806	D/1793	D/1803	D/1800	D/1793	no	0	4	0
Sample	cand-af2bdbe1aa9b6ec1	1779	D/1829	D/1779	D/1852	D/1904	D/1900	D/1803	no	0	4	0
The Scorekeepers' Union	cand-557c4c80884d8cf3	1779	D/1924	D/1880	D/1866	D/1826	D/1779	D/1908	no	0	0	0
Do Not Become the SDK	cand-c488f139c8dc400b	1781	D/1903	D/1781	D/1870	D/1815	D/1812	D/1845	no	0	0	0
Read Aloud	cand-3c86215ac968c638	1782	D/1836	D/1850	D/1861	D/1785	D/1782	D/1868	no	0	1	0
Brake	cand-876797249822df52	1783	D/1783	D/1866	D/1867	D/1895	D/1901	D/1862	yes	0	2	0
Blocking	cand-5a9cf40c7b2a1649	1784	D/1821	D/1826	D/1812	D/1818	D/1815	D/1784	no	0	3	0
Oracle Runtime	cand-b4389e52edc7dd72	1784	D/1784	D/1910	D/1878	D/1888	D/1920	D/1874	yes	0	0	0
Artifactory	cand-ba20768a02ee5327	1787	D/1839	D/1861	D/1787	D/1853	D/1841	D/1800	yes	0	3	0
Crown the Empty Set	cand-7c0746a2d20819e6	1789	D/1929	D/1922	D/1894	D/1842	D/1789	D/1917	yes	0	0	0
TLM/01	cand-acccea3f0033f855	1789	D/1869	D/1814	D/1816	D/1879	D/1845	D/1789	yes	0	0	0
Public Works	cand-55aba6e2f58268f7	1790	D/1797	D/1889	D/1836	D/1790	D/1808	D/1865	no	0	0	0
N+1 Child	cand-c9e56998f16060a1	1791	D/1803	D/1856	D/1823	D/1809	D/1791	D/1872	yes	0	0	0
run://stack	cand-143d46175d9246ae	1792	D/1858	D/1792	D/1829	D/1872	D/1867	D/1802	no	0	0	0
Trnslate	cand-6bd9e231d045f94e	1792	D/1810	D/1800	D/1854	D/1883	D/1887	D/1792	no	0	0	0
MTP	cand-43f35574ebfbced9	1795	D/1815	D/1844	D/1882	D/1950	D/1960	D/1795	no	0	3	0
ns::route	cand-927f61ca7e676b98	1795	D/1904	D/1795	D/1862	D/1927	D/1910	D/1807	yes	0	0	0
QCP	cand-0bb8ed5430c33b73	1796	D/1796	D/1846	D/1890	D/1942	D/1955	D/1818	yes	0	3	0
Paternalist	cand-20f3ae747ddad73d	1797	D/1850	D/1936	D/1896	D/1807	D/1797	D/1916	yes	0	0	0
[input]->[maybe]	cand-24fbe2c5d71d507a	1798	D/1875	D/1798	D/1874	D/1911	D/1913	D/1843	yes	0	0	0
DSPy for Elixir	cand-e0a30512ba68d67d	1799	D/1799	D/1871	D/1900	D/1830	D/1878	D/1883	no	0	0	0
Command the Model	cand-c9ccfe75f9251c69	1800	D/1884	D/1900	D/1897	D/1800	D/1825	D/1902	no	0	0	0
Harvestor	cand-ee573176440e2cb8	1800	D/1800	D/1902	D/1902	D/1865	D/1889	D/1878	yes	0	1	0
Constrain	cand-91d2d7aa4a277bc7	1801	D/1801	D/1929	D/1918	D/1913	D/1935	D/1911	no	0	2	0
Unattended	cand-e7aca966c5ce281d	1801	D/1906	D/1916	D/1892	D/1833	D/1801	D/1900	no	0	0	0
CUSTODY/0	cand-6acd6ab368f66dbf	1804	D/1804	D/1885	D/1865	D/1846	D/1847	D/1899	no	0	0	0
Sabha	cand-2c3cc00e836a1819	1805	D/1805	D/1908	D/1853	D/1860	D/1859	D/1887	yes	0	1	0
Ruachiq	cand-803470954c383889	1806	D/1852	D/1901	D/1839	D/1834	D/1806	D/1859	yes	0	0	0
Custos	cand-3f125a3e36bc5ae9	1807	D/1807	D/1915	D/1881	D/1924	D/1927	D/1876	no	0	3	0
UNWARRANTED/0	cand-30f748a2b86ba51d	1808	D/1879	D/1808	D/1863	D/1908	D/1882	D/1831	yes	6	0	0
Ujamaa	cand-279a48bf7d4bf8b4	1811	D/1818	D/1890	D/1821	D/1831	D/1811	D/1855	no	0	0	0
CCP	cand-0afd7c65e655ce13	1813	D/1819	D/1842	D/1884	D/1965	D/1978	D/1813	no	0	3	0
Grid	cand-0f2a693e93e2ed70	1813	D/1813	D/1898	D/1916	D/1903	D/1925	D/1885	no	0	4	0
Bench	cand-1b32c28cb38c0548	1818	D/1851	D/1818	D/1819	D/1828	D/1828	D/1846	no	0	4	0
Stoa Poikile	cand-855f2c3079c90084	1818	D/1918	D/1855	D/1844	D/1862	D/1818	D/1838	no	0	0	0
RAIL	cand-fdf0d7533af5b16d	1822	D/1822	D/1888	D/1872	D/1864	D/1875	D/1873	no	0	4	0
RCP	cand-e5298cd1c58d3341	1822	D/1841	D/1863	D/1880	D/1952	D/1958	D/1822	no	0	3	0
RENT/1	cand-7f3dfa4a1dff45cf	1822	D/1834	D/1822	D/1846	D/1848	D/1836	D/1863	no	0	0	0
Stack	cand-6ee08e6eb3bc6f45	1825	D/1825	D/1882	D/1931	D/1902	D/1952	D/1881	no	6	3	0
t~t	cand-0e07cf830957701d	1825	D/1873	D/1825	D/1827	D/1899	D/1864	D/1829	yes	0	0	0
Mīzān	cand-28ad59b3781e311d	1826	D/1826	D/1860	D/1842	D/1881	D/1888	D/1877	yes	0	2	0
SCP	cand-a4a6172074384f94	1827	D/1832	D/1851	D/1898	D/1962	D/1973	D/1827	no	0	3	0
Type of Helper	cand-9253cfb8e3ea278f	1827	D/1913	D/1906	D/1907	D/1852	D/1827	D/1912	no	0	0	0
A Brand Is Not a Spec	cand-bef22028583a8fa0	1830	D/1973	D/1934	D/1949	D/1858	D/1830	D/1958	no	0	0	0
Protocol	cand-2ea88c7a30351b12	1830	D/1860	D/1852	D/1876	D/1893	D/1906	D/1830	no	0	3	0
Procrustes	cand-10a086525ba81e3a	1831	D/1831	D/1935	D/1877	D/1906	D/1894	D/1897	no	0	2	0
DSEx.Command	cand-a00826cbbc6f527f	1833	D/1833	D/1917	D/1891	D/1859	D/1853	D/1870	no	0	0	0
COMPOSE++	cand-db669af634b75c7f	1834	D/1848	D/1834	D/1837	D/1939	D/1939	D/1839	no	0	3	0
Neyman-Pearson	cand-9ca8a080ba02a999	1834	D/1932	D/1870	D/1889	D/1835	D/1834	D/1880	no	0	0	0
Theorem	cand-cc7a8a13032ef578	1835	D/1835	D/1944	D/1886	D/1850	D/1844	D/1919	no	0	1	0
